Action,Date,Type,ApplicationNumber,BankName,Location,City,State,County,EndCmtPd
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315245,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315246,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Consummated/Effective,2020-07-07,Branch Establishment,2018-LB-BranchNew-303606,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2018-06-30
Consummated/Effective,2020-07-07,Branch Establishment,2019-LB-BranchNew-308657,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-05-23
Consummated/Effective,2020-07-07,Branch Establishment,2019-LB-BranchNew-308834,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-05-31
Consummated/Effective,2020-07-07,Branch Establishment,2019-LB-BranchNew-309119,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-06-22
Consummated/Effective,2020-07-07,Branch Establishment,2019-LB-BranchNew-309603,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-07-16
Consummated/Effective,2020-07-07,Branch Establishment,2019-LB-BranchNew-311004,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-10-22
Consummated/Effective,2020-07-07,Branch Establishment,2019-LB-BranchNew-311323,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-11-13
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314774,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-07-02
Receipt,2020-07-07,Subsidiaries & Equities,2020-CE-Subs&Equities-315281,Liberty NB,118 South Main Street,Ada,OH,Hardin, 
Receipt,2020-07-07,Relocation,2020-LB-Relocation-315247,"MUFG Union Bank, NA","350 California Street , 1st Floor",San Francisco,CA,San Francisco,2020-07-22
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314696,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-07-05
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314704,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-07-05
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314741,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-07-05
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314756,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-07-05
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314757,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-07-05
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314759,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-07-05
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314793,"TD Bank, NA",2035 Limestone Road,Wilmington,DE,New Castle,2020-07-05
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315229,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315230,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315231,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315232,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315233,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315237,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315239,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315240,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315248,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315249,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315250,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315252,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315253,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315254,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315255,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315256,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315257,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315258,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315259,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315260,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-07-08,Branch Establishment,2019-WE-BranchNew-312122,"Fidelity Bank, NA",100 East English Street,Wichita,KS,Sedgwick,2020-01-07
Receipt,2020-07-08,Branch Establishment,2020-LB-BranchNew-315215,"Fifth Third Bank, NA",38 Fountain Square Plaza,Cincinnati,OH,Hamilton,2020-08-07
Receipt,2020-07-08,Relocation,2020-SO-Relocation-315293,Lamar NB,200 S. Collegiate Drive,Paris,TX,Lamar,2020-07-25
Receipt,2020-07-08,New Bank Charter,2020-WE-Charter-315294,"SoFi Bank, NA",2750 East Cottonwood Parkway,Cottonwood Heights,UT, ,2020-08-12
Deleted,2020-07-08,Branch Closings,2020-NE-BranchClosing-314980,Valley NB,615 Main Avenue,Passaic,NJ,Passaic, 
Receipt,2020-07-08,Relocation,2020-NE-Relocation-314979,Valley NB,615 Main Avenue,Passaic,NJ,Passaic,2020-07-23
Withdrawn,2020-07-08,Branch Establishment,2020-LB-BranchNew-314997,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-07-19
Consummated/Effective,2020-07-09,Relocation,2020-NE-Relocation-315428,Abacus FSB,6 Bowery,New York,NY,New York, 
Receipt,2020-07-09,Branch Closings,2020-LB-BranchClosing-315286,City NB,555 South Flower Street,Los Angeles,CA,Los Angeles, 
Receipt,2020-07-09,Subsidiaries & Equities,2020-LB-Subs&Equities-315288,"Fifth Third Bank, NA",38 Fountain Square Plaza,Cincinnati,OH,Hamilton, 
Receipt,2020-07-09,Subsidiaries & Equities,2020-LB-Subs&Equities-315289,"Fifth Third Bank, NA",38 Fountain Square Plaza,Cincinnati,OH,Hamilton, 
Receipt,2020-07-09,Subsidiaries & Equities,2020-LB-Subs&Equities-315290,"Fifth Third Bank, NA",38 Fountain Square Plaza,Cincinnati,OH,Hamilton, 
Receipt,2020-07-09,Branch Establishment,2020-SO-BranchNew-315197,First NB Texas,507 N. Gray,Killeen,TX,Bell,2020-08-11
Receipt,2020-07-09,Branch Establishment,2020-SO-BranchNew-315198,First NB Texas,507 N. Gray,Killeen,TX,Bell,2020-08-11
Receipt,2020-07-09,Branch Establishment,2020-SO-BranchNew-315199,First NB Texas,507 N. Gray,Killeen,TX,Bell,2020-08-08
Receipt,2020-07-09,Branch Establishment,2020-SO-BranchNew-315201,First NB Texas,507 N. Gray,Killeen,TX,Bell,2020-08-08
Consummated/Effective,2020-07-09,Branch Closings,2019-LB-BranchClosing-312285,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-07-09,Branch Closings,2020-LB-BranchClosing-313381,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-09,Branch Closings,2020-LB-BranchClosing-315297,U.S. Bank NA,425 Walnut Street,Cincinnati,OH,Hamilton, 
Receipt,2020-07-09,Branch Establishment,2020-LB-BranchNew-315295,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-08-09
Receipt,2020-07-10,Relocation,2020-SO-Relocation-315305,"Austin Bank, Texas NA",200 East Commerce Street,Jacksonville,TX,Cherokee,2020-07-30
Receipt,2020-07-10,Branch Closings,2020-LB-BranchClosing-315300,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg, 
Approved,2020-07-10,Branch Establishment,2020-LB-BranchNew-314826,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-07-09
Receipt,2020-07-10,Subsidiaries & Equities,2020-LB-Subs&Equities-315309,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-10,Branch Closings,2020-LB-BranchClosing-315308,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Approved,2020-07-10,Relocation,2020-LB-Relocation-314970,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence,2020-07-02
Receipt,2020-07-10,Branch Establishment,2020-SO-BranchNew-315328,"Investar Bank, NA",7244 Perkins Road,Baton Rouge,LA,East Baton Rouge,2020-08-13
Consummated/Effective,2020-07-10,Branch Closings,2020-LB-BranchClosing-313050,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-10,Branch Establishment,2020-LB-BranchNew-315299,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-08-05
Receipt,2020-07-10,Branch Establishment,2020-LB-BranchNew-315303,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-08-05
Receipt,2020-07-10,Branch Establishment,2020-LB-BranchNew-315304,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-08-06
Receipt,2020-07-10,Branch Establishment,2020-LB-BranchNew-315306,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-08-06
Receipt,2020-07-10,Branch Establishment,2020-LB-BranchNew-315307,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-08-06
Consummated/Effective,2020-07-10,Branch Closings,2020-LB-BranchClosing-313734,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-13,Branch Establishment,2020-LB-BranchNew-315320,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-08-09
Receipt,2020-07-13,Relocation,2020-LB-Relocation-315323,BMO Harris Bank NA,111 West Monroe Street,Chicago,IL,Cook,2020-07-31
Consummated/Effective,2020-07-13,Relocation,2020-CE-Relocation-313120,Farmers' NB of Canfield,20 South Broad Street,Canfield,OH,Mahoning,2020-03-10
Consummated/Effective,2020-07-13,Branch Establishment,2019-NE-BranchNew-310265,First NB of Pennsylvania,166 Main Street,Greenville,PA,Mercer,2019-09-05
Approved,2020-07-13,Branch Establishment,2020-SO-BranchNew-314816,First NB Texas,507 N. Gray,Killeen,TX,Bell,2020-07-11
Consummated/Effective,2020-07-13,Branch Establishment,2019-LB-BranchNew-307994,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-04-10
Consummated/Effective,2020-07-13,Branch Establishment,2019-LB-BranchNew-308988,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-06-13
Consummated/Effective,2020-07-13,Branch Establishment,2019-LB-BranchNew-309036,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-06-14
Consummated/Effective,2020-07-13,Branch Establishment,2019-LB-BranchNew-310434,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-09-12
Receipt,2020-07-13,Branch Establishment,2020-NE-BranchNew-315380,Westfield Bank,141 Elm Street,Westfield,MA,Hampden, 
Receipt,2020-07-14,Relocation,2020-WE-Relocation-315336,First Amer Tr FSB,"5 First American Way, 3rd Floor",Santa Ana,CA,Orange,2020-08-08
Consummated/Effective,2020-07-14,Branch Closings,2020-LB-BranchClosing-312927,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-07-14,Branch Establishment,2019-LB-BranchNew-308598,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-05-21
Approved,2020-07-14,Branch Establishment,2020-LB-BranchNew-314850,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-07-10
Approved,2020-07-14,Branch Establishment,2020-LB-BranchNew-314790,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-07-11
Approved,2020-07-14,Branch Establishment,2020-LB-BranchNew-314797,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-07-11
Receipt,2020-07-14,Branch Closings,2020-LB-BranchClosing-315360,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Approved,2020-07-14,Branch Establishment,2020-LB-BranchNew-314845,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-07-10
Receipt,2020-07-14,Relocation,2020-LB-Relocation-315329,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-08-14
Approved,2020-07-14,Branch Establishment,2020-SO-BranchNew-312455,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery,2020-07-03
Approved,2020-07-14,Branch Establishment,2020-SO-BranchNew-312457,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery,2020-07-01
Receipt,2020-07-15,Relocation,2020-NE-Relocation-315428,Abacus FSB,6 Bowery,New York,NY,New York, 
Receipt,2020-07-15,Branch Closings,2020-LB-BranchClosing-315383,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg, 
Receipt,2020-07-15,Branch Closings,2020-WE-BranchClosing-315381,"CIT Bank, NA",95 South Lake Avenue,Pasadena,CA,Los Angeles, 
Receipt,2020-07-15,Branch Closings,2020-LB-BranchClosing-315355,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-15,Branch Closings,2020-LB-BranchClosing-315357,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-15,Branch Closings,2020-LB-BranchClosing-315358,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-15,Branch Closings,2020-LB-BranchClosing-315359,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-15,Branch Closings,2020-LB-BranchClosing-315361,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-15,Branch Closings,2020-LB-BranchClosing-315362,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-07-15,Branch Closings,2020-LB-BranchClosing-313729,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-07-15,Branch Closings,2020-LB-BranchClosing-314252,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-07-15,Branch Closings,2020-LB-BranchClosing-314254,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-07-15,Branch Closings,2020-LB-BranchClosing-314255,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-07-15,Branch Closings,2020-LB-BranchClosing-314256,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-15,Relocation,2020-LB-Relocation-315348,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-07-31
Approved,2020-07-16,Branch Establishment,2020-SO-BranchNew-313067,"Axiom Bank, NA","258 Southhall Lane, Suite 400",Maitland,FL,Orange,2020-03-06
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315398,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315400,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315401,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315402,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315403,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315404,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315405,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315406,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315407,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315408,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315409,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315411,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315412,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315413,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315414,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315415,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315416,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315417,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315418,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315419,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315420,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315421,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315422,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315423,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315424,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315393,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence, 
Receipt,2020-07-16,Branch Establishment,2020-LB-BranchNew-315316,"Fifth Third Bank, NA",38 Fountain Square Plaza,Cincinnati,OH,Hamilton,2020-08-15
Consummated/Effective,2020-07-16,Branch Establishment,2019-LB-BranchNew-309394,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-07-09
Receipt,2020-07-16,Branch Establishment,2020-LB-BranchNew-315378,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-08-13
Approved,2020-07-16,Subsidiaries & Equities,2020-CE-Subs&Equities-315281,Liberty NB,118 South Main Street,Ada,OH,Hardin, 
Consummated/Effective,2020-07-16,Subsidiaries & Equities,2020-CE-Subs&Equities-315281,Liberty NB,118 South Main Street,Ada,OH,Hardin, 
Receipt,2020-07-16,Relocation,2020-CE-Relocation-315330,Resource Bank NA,555 Bethany Road,Dekalb,IL,Dekalb,2020-07-30
Receipt,2020-07-16,Branch Establishment,2020-LB-BranchNew-315399,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-08-19
Approved,2020-07-16,Relocation,2020-NE-Relocation-315181,Windsor FS&LA,250 Broad St,Windsor,CT,Hartford,2020-07-29
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315334,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315341,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315342,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315343,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315349,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315350,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315351,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315354,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315363,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315364,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315366,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315367,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315368,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315369,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315370,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315371,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315372,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315373,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315375,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315377,Woodforest NB,1330 Lake Robbins Drive,The Woodlands,TX,Montgomery, 
Receipt,2020-07-17,Branch Establishment,2020-LB-BranchNew-315431,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-08-16
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315473,BMO Harris Bank NA,111 West Monroe Street,Chicago,IL,Cook, 
Receipt,2020-07-17,Relocation,2020-LB-Relocation-315470,BMO Harris Bank NA,111 West Monroe Street,Chicago,IL,Cook,2020-08-02
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315434,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315435,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315436,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315437,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315438,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315440,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315441,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315442,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315443,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315444,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315445,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315447,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315448,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
