Action,Date,Type,ApplicationNumber,BranchName,Location,City,State,County,EndCmtPd
Receipt,2020-07-02,Branch Establishment,2020-SO-BranchNew-314101,Mont Belvieu Branch,7110 FM 3180 RD,Baytown,TX,Chambers,2020-08-08
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315183,National & Barrington Banking Center,11700 NATIONAL BOULEVARD,LOS ANGELES,CA,Los Angeles, 
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315185,Newport Fred Meyer,150 NE 20TH ST,NEWPORT,OR,Lincoln, 
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315169,RND CASCADE MALL,201 CASCADE MALL DRIVE,BURLINGTON,WA,Skagit, 
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315178,Shadyside,810 SOUTH AIKEN AVENUE,PITTSBURGH,PA,Allegheny, 
Receipt,2020-07-02,Branch Closings,2020-LB-BranchClosing-315175,Smith Street,1798 SMITH STREET,PROVIDENCE COUNTY,RI,Providence, 
Consummated/Effective,2020-07-06,215a-3: Mergers with Non-Bank Affiliates,2020-HQ-215a3-313606, , , , , , 
Approved,2020-07-06,Relocation,2020-SO-Relocation-314785, , , , , ,2020-07-03
Receipt,2020-07-06,Branch Closings,2020-CE-BranchClosing-314967,Bank Mut - Thiensville Branch,208 North Main Street,Thiensville,WI,Ozaukee, 
Approved,2020-07-06,Branch Establishment,2020-SO-BranchNew-312456,Birmingham (Walmart) - AL - Branch,9248 Parkway E,Birmingham,AL,Jefferson,2020-06-28
Consummated/Effective,2020-07-06,Branch Establishment,2020-NE-BranchNew-315380,Bloomfield Branch,337 Cottage Grove Road,Bloomfield,CT,Hartford, 
Consummated/Effective,2020-07-06,Branch Establishment,2019-NE-BranchNew-307605,Coleman Boulevard,429 West Coleman Boulevard,Mt. Pleasant,SC,Charleston,2019-03-18
Approved,2020-07-06,Branch Establishment,2020-SO-BranchNew-314733,First National Bank Emory,105 Tawakoni Drive,Emory,TX,Rains,2020-07-02
Receipt,2020-07-06,Branch Establishment,2020-SO-BranchNew-314684,Fish Creek Thoroughfare,895 Fish Creek Thoroughfare,Montgomery,TX,Montgomery,2020-08-01
Approved,2020-07-06,Branch Establishment,2020-LB-BranchNew-314707,Mass. Ave. Branch,183 Massachusetts Avenue,Boston,MA,Suffolk,2020-06-28
Approved,2020-07-06,Branch Establishment,2020-LB-BranchNew-314278,Midtown BC,1715 West End Avenue,Nashville,TN,Davidson,2020-06-25
Receipt,2020-07-06,Branch Closings,2020-CE-BranchClosing-314966,Pick'N Save North Branch,2811 18TH STREET,KENOSHA,WI,Kenosha, 
Consummated/Effective,2020-07-06,Branch Establishment,2019-LB-BranchNew-309082,The River at Bob Hope,71939 Hwy 111,Rancho Mirage,CA,Riverside,2019-06-13
Receipt,2020-07-07,Subsidiaries & Equities,2020-CE-Subs&Equities-315281, , , , , , 
Consummated/Effective,2020-07-07,Branch Establishment,2019-LB-BranchNew-311323,9th St and Market St,840 N Market St,Wilmington,DE,New Castle,2019-11-13
Consummated/Effective,2020-07-07,Branch Establishment,2019-LB-BranchNew-308657,Alamo Ranch,11983 Alamo Ranch Pkwy,San Antonio,TX,Bexar,2019-05-23
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315250,Big Stone Gap Office,216 WOOD AVENUE EAST,BIG STONE GAP,VA,Wise, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315229,Boyd Office,201 WEST ROCK ISLAND,BOYD,TX,Wise, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315246,Brookline Avenue,435 BROOKLINE AVENUE,BOSTON,MA,Suffolk, 
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314741,Burlington,6 Wayside Rd Ste G-1,Burlington,MA,Middlesex,2020-07-05
Consummated/Effective,2020-07-07,Branch Establishment,2019-LB-BranchNew-308834,Cedar and Warrensville,14133 Cedar Rd,South Euclid,OH,Cuyahoga,2019-05-31
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315230,Champions Village Branch,5219 FM 1960 ROAD WEST,HOUSTON,TX,Harris, 
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314757,Chestnut Hill,55 Boylston St,Chestnut Hill,MA,Middlesex,2020-07-05
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315231,Christiansburg Main Office,4 EAST MAIN STREET,CHRISTIANSBURG,VA,Montgomery, 
Consummated/Effective,2020-07-07,Branch Establishment,2019-LB-BranchNew-311004,Church and 4th Ave,"201 4th Avenue N, STE 150",Nashville,TN,Davidson,2019-10-22
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315254,Courthouse Manassas,9210 CHURCH STREET,MANASSAS,VA,Manassas City, 
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314756,Dedham,440 Legacy Place,Dedham,MA,Norfolk,2020-07-05
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315233,Egg Harbor,201 PHILADELPHIA AVENUE,EGG HARBOR CITY,NJ,Atlantic, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315232,Foxon,391 FOXON BOULEVARD,NEW HAVEN,CT,New Haven, 
Receipt,2020-07-07,Relocation,2020-LB-Relocation-315247,Gilroy Branch,8000 SANTA TERESA BLVD.,GILROY,CA,Santa Clara,2020-07-22
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315255,Godley Office,405 HWY 171 NORTH,GODLEY,TX,Johnson, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315248,Guin,7577 US HIGHWAY 43,GUIN,AL,Marion, 
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314696,Hendersonville,207B Indian Lake Blvd,Hendersonville,TN,Sumner,2020-07-05
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315242,Hermitage Giant Eagle,2365 East State Street,Hermitage,PA,Mercer, 
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314774,Howell Mill and 14th,SEC 14th Street NW and Howell Mill Road NW,Atlanta,GA,Fulton,2020-07-02
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315258,Kempsville Office,5293 PRINCESS ANNE ROAD,VIRGINIA BEACH,VA,Virginia Beach City, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315240,Lakeside Mall Branch,308 PEARMAN DAIRY ROAD,ANDERSON,SC,Horry, 
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314759,Lynnfield,1380 Market St,Lynnfield,MA,Essex,2020-07-05
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314704,Midtown Broadway,1198 Broadway,Nashville,TN,Davidson,2020-07-05
Consummated/Effective,2020-07-07,Branch Establishment,2018-LB-BranchNew-303606,Moraga Way and School Street,1299 School St,Moraga,CA,Contra Costa,2018-06-30
Approved,2020-07-07,Branch Establishment,2020-LB-BranchNew-314793,Mount Pleasant Muhlenbergia Drive,"1135 Muhlenbergia Drive, Suite 102",Mount Pleasant,SC,Charleston,2020-07-05
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315260,Mulberry Street,484 MULBERRY STREET,MACON,GA,Bibb, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315245,One Mellon Bank Center,500 Grant Street,Pittsburgh,PA,Allegheny, 
Consummated/Effective,2020-07-07,Branch Establishment,2019-LB-BranchNew-309603,Peabody,210 Andover St,Peabody,MA,Essex,2019-07-16
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315257,Poquoson Office,2 VICTORY BLVD,POQUOSON,VA,Poquoson City, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315256,Rustburg Branch,819 VILLAGE HIGHWAY,RUSTBURG,VA,Campbell, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315252,Santa Fe,1515 SANTA FE DRIVE,PUEBLO,CO,Pueblo, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315237,Sheboygan Falls Office,806 MONROE STREET,SHEBOYGAN FALLS,WI,Sheboygan, 
Consummated/Effective,2020-07-07,Branch Establishment,2019-LB-BranchNew-309119,Sun Prairie,620 Spring Street,Sun Prairie,WI,Dane,2019-06-22
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315249,Tanglewood Office,"5161 SAN FELIPE, SUITE 200 A",HOUSTON,TX,Harris, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315253,Weiser Office,407 STATE STREET,WEISER,ID,Washington, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315239,West Columbia Office,111 WEST BRAZOS AVENUE,WEST COLUMBIA,TX,Brazoria, 
Receipt,2020-07-07,Branch Closings,2020-LB-BranchClosing-315259,West Eugene Branch,710 POLK STREET,EUGENE,OR,Lane, 
Consummated/Effective,2020-07-08,Branch Establishment,2019-WE-BranchNew-312122,7th And Boston,624 S. Boston Ave.,Tulsa,OK,Tulsa,2020-01-07
Deleted,2020-07-08,Branch Closings,2020-NE-BranchClosing-314980,Canal,93 CANAL ST,NEW YORK,NY,New York, 
Receipt,2020-07-08,Relocation,2020-NE-Relocation-314979,Canal,93 CANAL ST,NEW YORK,NY,New York,2020-07-23
Receipt,2020-07-08,Branch Establishment,2020-LB-BranchNew-315215,Crabtree Valley BC,4801 Glenwood Avenue,Raleigh,NC,Wake,2020-08-07
Receipt,2020-07-08,Relocation,2020-SO-Relocation-315293,Lamar National Bank - Celina,"721 E. Pecan, Suite 100",Celina,TX,Collin,2020-07-25
Receipt,2020-07-08,New Bank Charter,2020-WE-Charter-315294,"SoFi Bank, NA",2750 East Cottonwood Parkway,Cottonwood Heights,UT, ,2020-08-12
Withdrawn,2020-07-08,Branch Establishment,2020-LB-BranchNew-314997,University of Minnesota,612 Washington Ave SE,Minneapolis,MN,Hennepin,2020-07-19
Receipt,2020-07-09,Subsidiaries & Equities,2020-LB-Subs&Equities-315288, , , , , , 
Receipt,2020-07-09,Subsidiaries & Equities,2020-LB-Subs&Equities-315289, , , , , , 
Receipt,2020-07-09,Subsidiaries & Equities,2020-LB-Subs&Equities-315290, , , , , , 
Consummated/Effective,2020-07-09,Relocation,2020-NE-Relocation-315428,Abacus Fsb - Brooklyn Branch,5518 8th Avenue,Brooklyn,NY,Kings, 
Consummated/Effective,2020-07-09,Branch Closings,2019-LB-BranchClosing-312285,Amityville,8 GREENE AVE,AMITYVILLE,NY,Suffolk, 
Receipt,2020-07-09,Branch Establishment,2020-SO-BranchNew-315197,Baseline - First Convenience Bank,8801 Baseline Road,Little Rock,AR,Pulaski,2020-08-11
Receipt,2020-07-09,Branch Establishment,2020-LB-BranchNew-315295,Bellevue Spring,296 116th Ave NE,Bellevue,WA,King,2020-08-09
Receipt,2020-07-09,Branch Establishment,2020-SO-BranchNew-315199,Bethany - First Convenience Bank,6145 N. 35th Avenue,Phoenix,AZ,Maricopa,2020-08-08
Receipt,2020-07-09,Branch Closings,2020-LB-BranchClosing-315297,"Bettendorf, Ia Schnucks #745 Branch",855 MIDDLE ROAD,BETTENDORF,IA,Scott, 
Receipt,2020-07-09,Branch Establishment,2020-SO-BranchNew-315198,East McCain - First Convenience Bank,4450 E. McCain Blvd.,North Little Rock,AR,Pulaski,2020-08-11
Receipt,2020-07-09,Branch Establishment,2020-SO-BranchNew-315201,South Valley Drive - First Convenience Bank,1550 S. Valley Drive,Las Cruces,NM,Dona Ana,2020-08-08
Consummated/Effective,2020-07-09,Branch Closings,2020-LB-BranchClosing-313381,Sunset Banking Center,987 NAPOLEON AVENUE,SUNSET,LA,St Landry, 
Receipt,2020-07-09,Branch Closings,2020-LB-BranchClosing-315286,World Financial Center Branch,250 Vesey Street,New York,NY,New York, 
Receipt,2020-07-10,Subsidiaries & Equities,2020-LB-Subs&Equities-315309, , , , , , 
Receipt,2020-07-10,Branch Establishment,2020-LB-BranchNew-315306,Avalon Park,NWC of Avalon Park S Blvd and Golden Isle Dr,Orlando,FL,Orange,2020-08-06
Receipt,2020-07-10,Branch Establishment,2020-LB-BranchNew-315299,Cary High House and Magness,NEC of the intersection of High House Road and Magness Drive,Cary,NC,Wake,2020-08-05
Receipt,2020-07-10,Branch Establishment,2020-LB-BranchNew-315303,Cary Hwy 55 and Mahal,SWC of the intersection of Highway 55 and Mahal Avenue,Cary,NC,Wake,2020-08-05
Consummated/Effective,2020-07-10,Branch Closings,2020-LB-BranchClosing-313734,CARY PB - SATELLITE,"7001 WESTON PARKWAY, 1ST FLOOR SUITE 150",CARY,NC,Wake, 
Receipt,2020-07-10,Branch Closings,2020-LB-BranchClosing-315300,Chicago - Clark & Madison,"105 WEST MADISON STREET, SUITE 101",CHICAGO,IL,Cook, 
Receipt,2020-07-10,Relocation,2020-SO-Relocation-315305,Cleveland Branch,901 East Houston Street,Cleveland,TX,Liberty,2020-07-30
Approved,2020-07-10,Branch Establishment,2020-LB-BranchNew-314826,Commons at Southtowne,10495 S. State St.,Sandy,UT,Salt Lake,2020-07-09
Approved,2020-07-10,Relocation,2020-LB-Relocation-314970,Germantown,5500 Germantown Avenue,Philadelphia,PA,Philadelphia,2020-07-02
Receipt,2020-07-10,Branch Closings,2020-LB-BranchClosing-315308,Rochester Hannaford,26 LILAC MALL,ROCHESTER,NH,Strafford, 
Receipt,2020-07-10,Branch Establishment,2020-LB-BranchNew-315307,Spotswood Summerhill Road,NWC of Old Stage Rd and Summerhill Road,East Brunswick,NJ,Middlesex,2020-08-06
Receipt,2020-07-10,Branch Establishment,2020-SO-BranchNew-315328,St. Charles Avenue Branch,4401 St. Charles Avenue,New Orleans,LA,Orleans,2020-08-13
Receipt,2020-07-10,Branch Establishment,2020-LB-BranchNew-315304,Woodmen Valley,SEC of the intersection of Briargate Blvd and N Academy Blvd,Colorado Springs,CO,El Paso,2020-08-06
Consummated/Effective,2020-07-10,Branch Closings,2020-LB-BranchClosing-313050,Yorktown,9213 WEST SMITH STREET,YORKTOWN,IN,Delaware, 
Receipt,2020-07-13,Branch Establishment,2020-NE-BranchNew-315380,Bloomfield Branch,337 Cottage Grove Road,Bloomfield,CT,Hartford, 
Consummated/Effective,2020-07-13,Branch Establishment,2019-LB-BranchNew-308988,Broadway & 33rd Ave,1715 NE 33rd Ave,Portland,OR,Multnomah,2019-06-13
Consummated/Effective,2020-07-13,Branch Establishment,2019-LB-BranchNew-310434,Burningame Barbur Blvd,7405 SW Barbur Blvd,Portland,OR,Multnomah,2019-09-12
Consummated/Effective,2020-07-13,Relocation,2020-CE-Relocation-313120,Colonial Plaza Office,401 EAST MAIN STREET,CANFIELD,OH,Mahoning,2020-03-10
Consummated/Effective,2020-07-13,Branch Establishment,2019-LB-BranchNew-307994,Delhi,5297 Delhi Road,Cincinnati,OH,Hamilton,2019-04-10
Approved,2020-07-13,Branch Establishment,2020-SO-BranchNew-314816,El Paso First National Bank Texas,"501 Executive Center, Suite 101",El Paso,TX,El Paso,2020-07-11
Consummated/Effective,2020-07-13,Branch Establishment,2019-LB-BranchNew-309036,First St & P St,14801 1st St,Livermore,CA,Alameda,2019-06-14
Receipt,2020-07-13,Relocation,2020-LB-Relocation-315323,Hilldale Branch,401 North Segoe Road,Madison,WI,Dane,2020-07-31
Receipt,2020-07-13,Branch Establishment,2020-LB-BranchNew-315320,Midwood,1123 Avenue J,Brooklyn,NY,Kings,2020-08-09
Consummated/Effective,2020-07-13,Branch Establishment,2019-NE-BranchNew-310265,Nineteenth Street Branch,900 19th Street NW,Washington,DC,District of Columbia,2019-09-05
Approved,2020-07-14,Branch Establishment,2020-LB-BranchNew-314850,Admiral Doyle,SWC East Admiral Doyle Dr aka Hwy 647 & S. Lewis Street,New Iberia,LA,Iberia,2020-07-10
Approved,2020-07-14,Branch Establishment,2020-LB-BranchNew-314845,Clear Lake Market Place,5440 El Dorado Blvd,Houston,TX,Harris,2020-07-10
Approved,2020-07-14,Branch Establishment,2020-SO-BranchNew-312457,Columbus (Walmart) - OH - Branch,3900 Morse Rd,Columbus,OH,Franklin,2020-07-01
Receipt,2020-07-14,Relocation,2020-WE-Relocation-315336,First Amer Tr Fsb - Henderson Branch,2500 Paseo Verde Parkway,Henderson,NV,Clark,2020-08-08
Approved,2020-07-14,Branch Establishment,2020-SO-BranchNew-312455,Foley (Walmart) - AL - Branch,2200 S McKenzie St,Foley,AL,Baldwin,2020-07-03
Approved,2020-07-14,Branch Establishment,2020-LB-BranchNew-314797,HIghland Village,3948 Westheimer Rd,Houston,TX,Harris,2020-07-11
Approved,2020-07-14,Branch Establishment,2020-LB-BranchNew-314790,Katy,23501 Cinco Ranch Blvd,Katy,TX,Fort Bend,2020-07-11
Receipt,2020-07-14,Branch Closings,2020-LB-BranchClosing-315360,Ridgedale,87 RIDGEDALE AVENUE,MORRISTOWN,NJ,Morris, 
Receipt,2020-07-14,Relocation,2020-LB-Relocation-315329,Ridgedale,87 RIDGEDALE AVENUE,MORRISTOWN,NJ,Morris,2020-08-14
Consummated/Effective,2020-07-14,Branch Closings,2020-LB-BranchClosing-312927,University & Sycamore Banking Center,1810 UNIVERSITY DRIVE,VISTA,CA,San Diego, 
Consummated/Effective,2020-07-14,Branch Establishment,2019-LB-BranchNew-308598,Victor,7724 State Route 96,Victor,NY,Ontario,2019-05-21
Receipt,2020-07-15,Relocation,2020-NE-Relocation-315428,Abacus Fsb - Brooklyn Branch,5518 8th Avenue,Brooklyn,NY,Kings, 
Consummated/Effective,2020-07-15,Branch Closings,2020-LB-BranchClosing-314252,College and Claremont,6310 COLLEGE AVENUE,OAKLAND,CA,Alameda, 
Receipt,2020-07-15,Branch Closings,2020-LB-BranchClosing-315358,Five Mile Fred Meyer,"10751 W OVERLAND RD, SUITE D",BOISE,ID,Ada, 
Consummated/Effective,2020-07-15,Branch Closings,2020-LB-BranchClosing-314255,Forsyth Office,325 NORTH 9TH AVENUE,FORSYTH,MT,Rosebud, 
Consummated/Effective,2020-07-15,Branch Closings,2020-LB-BranchClosing-314256,Great Falls Downtown Motor Bank,200 3RD AVENUE NORTH,GREAT FALLS,MT,Cascade, 
Consummated/Effective,2020-07-15,Branch Closings,2020-LB-BranchClosing-314254,Gulfport,2001 49TH STREET SOUTH,GULFPORT,FL,Pinellas, 
Receipt,2020-07-15,Branch Closings,2020-LB-BranchClosing-315359,Hylan Plaza,2626 HYLAN BLVD,STATEN ISLAND,NY,Richmond, 
Receipt,2020-07-15,Branch Closings,2020-WE-BranchClosing-315381,Mutual Omaha Bk - Ft. Worth Branch,"6300 Riglea Place, Suite 200",Fort Worth,TX,Tarrant, 
Receipt,2020-07-15,Branch Closings,2020-LB-BranchClosing-315357,Oak Creek Irvine,5665 ALTON PARKWAY,IRVINE,CA,Orange, 
Consummated/Effective,2020-07-15,Branch Closings,2020-LB-BranchClosing-313729,Penn Valley,17446 PENN VALLEY DRIVE,PENN VALLEY,CA,Nevada, 
Receipt,2020-07-15,Relocation,2020-LB-Relocation-315348,Rittenhouse Branch,1712 WALNUT ST,PHILADELPHIA,PA,Philadelphia,2020-07-31
Receipt,2020-07-15,Branch Closings,2020-LB-BranchClosing-315355,Riverside & Margaret,"1661 RIVERSIDE AVENUE, UNIT 129",JACKSONVILLE,FL,Duval, 
Receipt,2020-07-15,Branch Closings,2020-LB-BranchClosing-315383,RND METROCENTER MALL,9617 METRO PARKWAY WEST,PHOENIX,AZ,Maricopa, 
Receipt,2020-07-15,Branch Closings,2020-LB-BranchClosing-315361,Tysens Lane,2754 Hylan Blvd,STATEN ISLAND,NY,Richmond, 
Receipt,2020-07-15,Branch Closings,2020-LB-BranchClosing-315362,West Anderson,2711 WEST ANDERSON LANE,AUSTIN,TX,Travis, 
Approved,2020-07-16,Subsidiaries & Equities,2020-CE-Subs&Equities-315281, , , , , , 
Consummated/Effective,2020-07-16,Subsidiaries & Equities,2020-CE-Subs&Equities-315281, , , , , , 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315420,144 8th Avenue,144 8TH AVENUE,NEW YORK,NY,New York, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315403,18th Ave-Bensonhurst,6521 18Tth AVENUE,BROOKLYN,NY,Kings, 
Receipt,2020-07-16,Branch Establishment,2020-LB-BranchNew-315399,2nd & Pike,1430 2nd Ave,Seattle,WA,King,2020-08-19
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315421,96th & 2nd,1865 2nd Avenue,New York,NY,New York, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315373,Al Fairhope,10040 COUNTY ROAD 48,FAIRHOPE,AL,Baldwin, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315370,Al Moulton,15445 HIGHWAY 24,MOULTON,AL,Lawrence, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315354,Antioch Illinois Branch,475 EAST ROUTE 173,ANTIOCH,IL,Lake, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315366,Apex North Carolina Branch,3151 APEX PEAKWAY,APEX,NC,Wake, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315350,Bainbridge Ohio Branch,7235 MARKET PLACE DRIVE,AURORA,OH,Geauga, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315398,Bar Harbour,4966 MERRICK ROAD,MASSAPEQUA PARK,NY,Nassau, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315343,Bryan Oh Branch,1215 SOUTH MAIN STREET,BRYAN,OH,Williams, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315411,Buhre Avenue,3049 BUHRE AVENUE,BRONX,NY,Bronx, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315414,Champions Branch,15900 STUEBNER AIRLINE ROAD,SPRING,TX,Harris, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315364,Chapel Hill Nc 0777 Branch,12500 US 15-501 North,CHAPEL HILL,NC,Chatham, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315406,College Point,122-03 14TH AVENUE,COLLEGE POINT,NY,Queens, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315409,Dowlen Road,3950 NORTH DOWLEN ROAD,BEAUMONT,TX,Jefferson, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315422,Dunvale Branch,8401-B WESTHEIMER ROAD,HOUSTON,TX,Harris, 
Receipt,2020-07-16,Branch Establishment,2020-LB-BranchNew-315378,Eagles Landing and Country Club,SWC Eagles Landing Parkway and Country Club Drive,Stockbridge,GA,Henry,2020-08-13
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315413,East Setauket,61 ROUTE 25A,EAST SETAUKET,NY,Suffolk, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315419,Farmer's Branch,13601 MIDWAY ROAD,FARMERS BRANCH,TX,Dallas, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315334,Fort Wayne Indiana Branch,10105 LIMA ROAD,FORT WAYNE,IN,Allen, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315408,Freehold,146 SOUTH STREET (ROUTE 33 & ROUTE 79),FREEHOLD,NJ,Monmouth, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315417,Galliano Office,16244 WEST MAIN STREET,GALLIANO,LA,Lafourche, 
Consummated/Effective,2020-07-16,Branch Establishment,2019-LB-BranchNew-309394,Green Hills,3811 Hillsboro Pike,Nashville,TN,Davidson,2019-07-09
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315342,Hatfield Pennsylvania Branch,1515 BETHLEHEM PIKE,HATFIELD,PA,Montgomery, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315416,Highland Road Branch,19980 HIGHLAND ROAD,BATON ROUGE,LA,East Baton Rouge, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315367,Holly Springs North Carolina Branch,7016 G B ALFORD HIGHWAY,HOLLY SPRINGS,NC,Wake, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315371,Huntsville Al 8104 Branch,8580 US HIGHWAY 75 W,HUNTSVILLE,AL,Madison, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315349,Kenton Wal-Mart,1241 EAST COLUMBUS STREET,KENTON,OH,Hardin, 
Receipt,2020-07-16,Relocation,2020-CE-Relocation-315330,Leland Branch,370 N Main Street,Leland,IL,LA Salle,2020-07-30
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315363,Leon Springs TX Branch,24403 IH 10W,San Antonio,TX,Bexar, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315369,Liberia Wal-Mart Branch,9401 LIBERIA AVENUE,MANASSAS,VA,Prince William, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315402,Los Rios Branch,4024 14TH STREET,PLANO,TX,Collin, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315418,Mt Airy,402 EAST RIDGEVILLE BOULEVARD,MT. AIRY,MD,Carroll, 
Receipt,2020-07-16,Branch Establishment,2020-LB-BranchNew-315316,New Bern Station BC,2822 South Boulevard Unit D-2,Charlotte,NC,Mecklenburg,2020-08-15
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315375,New Lenox Illinois Branch,501 EAST LINCOLN HIGHWAY,NEW LENOX,IL,Will, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315404,None Given,3907 COLLEYVILLE BOULEVARD,COLLEYVILLE,TX,Tarrant, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315372,Ny Fulton,1818 STATE ROUTE #3,FULTON,NY,Oswego, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315405,Oceanside,3151 LONG BEACH ROAD,OCEANSIDE,NY,Nassau, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315341,Pittson Pennsylvania Branch,390 HIGHWAY 315,PITTSON,PA,Luzerne, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315393,Richmond Heights Branch,690 Richmond Road,Richmond Heights,OH,Cuyahoga, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315415,Rosslyn,1100 WILSON BOULEVARD,ARLINGTON,VA,Arlington, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315423,Rye,57 PURCHASE STREET,RYE,NY,Westchester, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315412,Salisbury,2530 STEWART AVENUE,WESTBURY,NY,Nassau, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315401,Secaucus,1291 PATERSON PLANK ROAD,SECAUCUS,NJ,Hudson, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315407,Signal Hill,9560 LIBERIA AVENUE,MANASSAS,VA,Prince William, 
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315424,South Farmingdale,195 MERRITS ROAD SOUTH,FARMINGDALE,NY,Nassau, 
Approved,2020-07-16,Relocation,2020-NE-Relocation-315181,South Windsor Branch,152 Deming Street,South Windsor,CT,Hartford,2020-07-29
Receipt,2020-07-16,Branch Closings,2020-LB-BranchClosing-315400,Stafford Marketplace,1025 STAFFORD MARKETPLACE,STAFFORD,VA,Stafford, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315351,Sterling Illinois Branch,4115 EAST LINCOLN WAY,STERLING,IL,Whiteside, 
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315368,Virginia Beach Wal-Mart Branch,1149 NIMMO PARKWAY,VIRGINIA BEACH,VA,Virginia Beach City, 
